timestamp,temperature 
"2019-11-03",18.3792
"2019-11-04",18.8149
"2019-11-05",19.0294
"2019-11-06",18.8844
"2019-11-07",18.2999
"2019-11-08",18.4158
"2019-11-09",18.8556
"2019-11-10",18.7188
"2019-11-11",18.3254
"2019-11-12",18.1574
"2019-11-13",17.1537
"2019-11-14",17.347
"2019-11-15",18.3335
"2019-11-16",18.7467
"2019-11-17",18.7995
"2019-11-18",18.3422
"2019-11-19",18.1593
"2019-11-20",18.833
"2019-11-21",18.9083
"2019-11-22",18.7271
"2019-11-23",17.2353
"2019-11-24",17.8305
"2019-11-25",17.2619
"2019-11-26",17.2622
"2019-11-27",18.1144
"2019-11-28",18.1075
"2019-11-29",17.7889
"2019-11-30",17.7205
"2019-12-01",17.6841
"2019-12-02",17.4028
"2019-12-03",17.3496
"2019-12-04",18.3008
"2019-12-05",17.3678
"2019-12-06",18.6916
"2019-12-07",18.383
"2019-12-08",18.1465
"2019-12-09",17.7284
"2019-12-10",17.0404
"2019-12-11",17.5785
"2019-12-12",17.5201
"2019-12-13",17.7071
"2019-12-14",17.7003
"2019-12-15",17.3236
"2019-12-16",18.5173
"2019-12-17",18.4717
"2019-12-18",18.5343
"2019-12-19",18.0248
"2019-12-20",18.2021
"2019-12-21",17.871
"2019-12-22",18.0631
"2019-12-23",17.7334
"2019-12-24",18.1427
"2019-12-25",19.048
"2019-12-26",18.5897
"2019-12-27",18.9211
"2019-12-28",18.0572
"2019-12-29",18.399
"2019-12-30",18.8149
"2019-12-31",18.3612
"2020-01-01",18.3306
"2020-01-02",17.8933
"2020-01-03",18.2706
"2020-01-04",18.1658
"2020-01-05",19.0067
"2020-01-06",19.0099
"2020-01-07",17.9884
"2020-01-08",17.6395
"2020-01-09",18.4056
"2020-01-10",18.9215
"2020-01-11",19.28
"2020-01-12",18.9537
"2020-01-13",17.4733
"2020-01-14",18.4605
"2020-01-15",18.8745
"2020-01-16",18.7369
"2020-01-17",18.9285
"2020-01-18",19.2795
"2020-01-19",19.6931
"2020-01-20",19.9207
"2020-01-21",20.038
"2020-01-22",19.9163
"2020-01-23",19.0248
"2020-01-24",18.5989
"2020-01-25",18.5382
"2020-01-26",17.4661
"2020-01-27",17.517
"2020-01-28",16.627
"2020-01-29",17.9883
"2020-01-30",17.887
"2020-01-31",18.4692
"2020-02-01",17.8259
"2020-02-02",18.0593
"2020-02-03",18.4942
"2020-02-04",18.7406
"2020-02-05",18.9695
"2020-02-06",18.7554
"2020-02-07",19.1422
"2020-02-08",18.4387
"2020-02-09",18.6797
"2020-02-10",19.3722
"2020-02-11",20.3329
"2020-02-12",19.8831
"2020-02-13",18.7102
"2020-02-14",18.491
"2020-02-15",18.0464
"2020-02-16",17.7357
"2020-02-17",19.044
"2020-02-18",19.1059
"2020-02-19",18.5973
"2020-02-20",20.1148
"2020-02-21",19.8347
"2020-02-22",19.7111
"2020-02-23",19.3253
"2020-02-24",19.0205
"2020-02-25",20.7668
"2020-02-26",19.9028
"2020-02-27",19.242
"2020-02-28",20.3431
"2020-02-29",20.5168
"2020-03-01",20.8441
"2020-03-02",18.9714
"2020-03-03",19.4327
"2020-03-04",19.6195
"2020-03-05",20.1849
"2020-03-06",20.6433
"2020-03-07",20.0827
"2020-03-08",19.804
"2020-03-09",19.8779
"2020-03-10",19.7468
"2020-03-11",19.4614
"2020-03-12",19.7998
"2020-03-13",19.238
"2020-03-14",19.4793
"2020-03-15",20.3529
"2020-03-16",20.4571
"2020-03-17",19.5639
"2020-03-18",18.4465
"2020-03-19",18.9683
"2020-03-20",18.7697
"2020-03-21",19.23
"2020-03-22",19.1831
"2020-03-23",18.9255
"2020-03-24",19.3736
"2020-03-25",19.8106
"2020-03-26",19.4847
"2020-03-27",18.0842
"2020-03-28",17.8698
"2020-03-29",18.5003
"2020-03-30",19.2413
"2020-03-31",19.2595
"2020-04-01",19.5015
"2020-04-02",19.5246
"2020-04-03",18.9122
"2020-04-04",18.9885
"2020-04-05",18.7388
"2020-04-06",18.8224
"2020-04-07",18.6857
"2020-04-08",19.4823
"2020-04-09",19.3739
"2020-04-10",19.6262
"2020-04-11",19.7554
"2020-04-12",19.7299
"2020-04-13",19.5375
"2020-04-14",18.8507
"2020-04-15",19.3942
"2020-04-16",19.6722
"2020-04-17",19.4904
"2020-04-18",18.727
"2020-04-19",18.1974
"2020-04-20",17.9234
"2020-04-21",17.5611
"2020-04-22",17.7221
"2020-04-23",17.3167
"2020-04-24",18.0211
"2020-04-25",17.866
"2020-04-26",18.7258
"2020-04-27",18.718
"2020-04-28",18.2272
"2020-04-29",18.1011
"2020-04-30",18.1818
"2020-05-01",18.7632
"2020-05-02",18.8657
"2020-05-03",18.3483
"2020-05-04",18.828
"2020-05-05",18.9044
"2020-05-06",18.2556
"2020-05-07",18.4286
"2020-05-08",18.3478
"2020-05-09",18.027
"2020-05-10",17.7364
"2020-05-11",17.4751
"2020-05-12",18.3402
"2020-05-13",18.9397
"2020-05-14",19.4948
"2020-05-15",17.8383
"2020-05-16",18.3528
"2020-05-17",18.5186
"2020-05-18",18.1189
"2020-05-19",17.7569
"2020-05-20",18.0158
"2020-05-21",17.8667
"2020-05-22",17.8131
"2020-05-23",17.8752
"2020-05-24",17.9036
"2020-05-25",18.2476
"2020-05-26",18.0932
"2020-05-27",19.3455
"2020-05-28",18.7467
"2020-05-29",18.2362
"2020-05-30",18.3274
"2020-05-31",17.8392
"2020-06-01",17.8961
"2020-06-02",18.0029
"2020-06-03",18.072
"2020-06-04",18.4042
"2020-06-05",18.5893
"2020-06-06",18.4823
"2020-06-07",17.8966
"2020-06-08",16.9478
"2020-06-09",17.7517
"2020-06-10",16.814
"2020-06-11",17.5396
"2020-06-12",17.7221
"2020-06-13",17.295
"2020-06-14",17.1628
"2020-06-15",16.6369
"2020-06-16",17.2189
"2020-06-17",17.0983
"2020-06-18",17.0346
"2020-06-19",17.6839
"2020-06-20",17.8168
"2020-06-21",17.5873
"2020-06-22",17.5873
"2020-06-23",17.9763
"2020-06-24",17.9524
"2020-06-25",17.7627
"2020-06-26",17.2013
"2020-06-27",17.1301
"2020-06-28",17.3632
"2020-06-29",17.2123
"2020-06-30",16.9758
"2020-07-01",16.6449
"2020-07-02",16.8594
"2020-07-03",16.6025
"2020-07-04",16.9212
"2020-07-05",16.8081
"2020-07-06",17.0675
"2020-07-07",17.3679
"2020-07-08",17.553
"2020-07-09",16.9945
"2020-07-10",16.4647
"2020-07-11",16.3871
"2020-07-12",17.6849
"2020-07-13",16.5591
"2020-07-14",16.9258
"2020-07-15",16.384
"2020-07-16",15.9292
"2020-07-17",16.5587
"2020-07-18",16.4529
"2020-07-19",16.3378
"2020-07-20",15.8497
"2020-07-21",16.799
"2020-07-22",17.7447
"2020-07-23",17.5919
"2020-07-24",16.8777
"2020-07-25",16.9246
"2020-07-26",16.8048
"2020-07-27",16.2917
"2020-07-28",16.4489
"2020-07-29",17.2241
"2020-07-30",17.1524
"2020-07-31",17.5231
"2020-08-01",17.4751
"2020-08-02",16.3585
"2020-08-03",15.8157
"2020-08-04",16.6488
"2020-08-05",17.1786
"2020-08-06",18.1316
"2020-08-07",18.4071
"2020-08-08",17.7594
"2020-08-09",17.0703
"2020-08-10",17.7018
"2020-08-11",18.6496
"2020-08-12",17.4645
"2020-08-13",18.1306
"2020-08-14",17.6441
"2020-08-15",18.7084
"2020-08-16",16.9717
"2020-08-17",17.0213
"2020-08-18",17.9955
"2020-08-19",17.1106
"2020-08-20",17.1783
"2020-08-21",16.8745
"2020-08-22",16.5417
"2020-08-23",16.7342
"2020-08-24",16.8555
"2020-08-25",17.6003
"2020-08-26",16.8911
"2020-08-27",17.3254
"2020-08-28",18.1793
"2020-08-29",18.7018
"2020-08-30",18.8451
"2020-08-31",18.3724
"2020-09-01",18.1065
"2020-09-02",17.5616
"2020-09-03",17.4354
"2020-09-04",18.1959
"2020-09-05",17.5842
"2020-09-06",15.8987
"2020-09-07",15.8421
"2020-09-08",16.4273
"2020-09-09",16.4192
"2020-09-10",16.6544
"2020-09-11",16.6693
"2020-09-12",17.2775
"2020-09-13",17.8573
"2020-09-14",17.7796
"2020-09-15",18.2803
"2020-09-16",18.9418
"2020-09-17",18.9709
"2020-09-18",18.3696
"2020-09-19",17.7636
"2020-09-20",17.8422
"2020-09-21",18.0159
"2020-09-22",18.6643
"2020-09-23",18.2993
"2020-09-24",18.1485
"2020-09-25",17.6139
"2020-09-26",18.0494
"2020-09-27",19.1365
"2020-09-28",18.9249
"2020-09-29",19.1288
"2020-09-30",19.5579
"2020-10-01",19.2942
"2020-10-02",19.0699
"2020-10-03",19.7487
"2020-10-04",19.9644
"2020-10-05",20.0429
"2020-10-06",20.4897
"2020-10-07",20.4061
"2020-10-08",20.2528
"2020-10-09",20.6141
"2020-10-10",20.0606
"2020-10-11",19.9556
