timestamp,P1,P2,humidity,precipitation,temperature ,wind speed
2018-07-11,15.6,10.0,64.925,0.0,16.2824,1.456
2018-07-12,14.07,8.43,62.480000000000004,0.0,16.4223,1.2325
2018-07-13,15.57,10.97,75.1,0.0,16.3289,1.3512
2018-07-14,13.185,9.6,75.3,0.0,16.0497,1.3582
2018-07-15,13.3,10.2,75.1,0.0,16.291,1.1644
2018-07-16,19.375,11.3,56.4,0.0,15.5332,0.6279
2018-07-17,23.8125,14.75,54.9,0.0,15.646,0.7981
2018-07-18,22.735,13.3,59.9,0.0,16.4309,1.1097
2018-07-19,16.9,10.57,65.92412060301508,0.0,16.117,1.0889
2018-07-20,18.45,12.4,66.88000000000001,1.665,15.5035,1.597
2018-07-21,20.48,14.77,67.66,0.0,15.0976,2.0179
2018-07-22,18.501666666666665,11.8,68.3,0.0,15.1137,1.7379
2018-07-23,21.935000000000002,14.1,67.9,0.0,15.4725,1.4273
2018-07-24,24.75,14.6,66.06666666666666,0.0,15.7451,1.0159
2018-07-25,21.0,13.0,64.44,0.0,15.4627,1.3606
2018-07-26,15.57,9.455,66.5,0.0,15.9766,1.4197
2018-07-27,24.3,12.6675,66.5,0.348,16.6881,1.24
2018-07-28,18.87,11.365,64.16,0.0,17.1186,1.1413
2018-07-29,12.77,9.4,72.2,5.858,16.5911,0.8693
2018-07-30,25.43,20.07,75.7,11.784,16.8536,0.7632
2018-07-31,22.265,15.665,76.5,2.485,17.0942,1.433
2018-08-01,18.97,12.035,68.2,0.15,17.3198,1.573
2018-08-02,23.9,12.565000000000001,65.98333333333333,0.0,17.6658,1.3284
2018-08-03,32.63,15.4,63.11666666666667,0.0,17.3545,1.4125
2018-08-04,26.7,16.21,63.81666666666666,0.0,17.0073,1.9866
2018-08-05,22.8,14.065,64.54166666666666,0.0,16.0603,2.0197
2018-08-06,19.5,8.57,58.9,0.0,16.4149,1.8095
2018-08-07,22.887500000000003,8.7575,49.8,0.0,17.0029,1.3799
2018-08-08,33.92,14.95,52.6,0.0,16.9855,0.9237
2018-08-09,20.67,9.43,58.3,0.0,17.337,1.6204
2018-08-10,23.27,12.2,64.5,0.0,17.3204,1.4836
2018-08-11,16.93,7.93,65.2,0.0,16.187,2.407
2018-08-12,10.350000000000001,4.3,64.0,0.0,16.0607,2.2864
2018-08-13,17.165,7.115,64.4,0.0,15.7904,1.9904
2018-08-14,17.46,9.46,56.5,0.0,16.2259,1.5097
2018-08-15,13.65,6.785,61.3,0.241,15.6282,1.5706
2018-08-16,19.8925,10.05,71.45,0.528,16.1268,1.6076
2018-08-17,16.33,8.33,71.0,0.55,16.0044,1.4811
2018-08-18,12.57,6.7,67.5,0.694,15.6157,1.5874
2018-08-19,11.8,7.17,67.1,0.693,16.0528,1.4711
2018-08-20,13.63,6.8,59.3,0.341,16.0318,1.6858
2018-08-21,16.53,8.38,59.45,0.0,16.2882,1.6095
2018-08-22,19.1175,9.031666666666666,58.9,0.0,17.4435,1.3709
2018-08-23,20.47,11.63,68.1,0.0,16.6816,1.7296
2018-08-24,18.27,10.835,64.25,0.0,17.119,1.3367
2018-08-25,11.080833333333334,6.37,59.5,0.0,17.0389,1.7352
2018-08-26,9.65,5.99,64.4,1.112,17.2518,1.1899
2018-08-27,18.18,10.3,69.2,15.89,16.8731,0.4666
2018-08-28,27.339999999999996,17.27,80.625,2.139,16.731,1.1682
2018-08-29,19.3,12.6,71.9,11.846,16.2062,1.5146
2018-08-30,16.37,9.43,61.712500000000006,0.0,16.4269,1.8641
2018-08-31,23.07,16.23,67.69999999999999,0.0,16.1765,1.8257
2018-09-01,21.915,13.934999999999999,75.25,0.0,16.1701,1.649
2018-09-02,13.73,7.9725,77.5,0.0,16.5773,1.6233
2018-09-03,18.59,9.2,68.13333333333334,0.0,16.6183,1.7877
2018-09-04,22.064999999999998,12.2,63.699999999999996,1.383,16.6762,1.9047
2018-09-05,15.614999999999998,7.3,64.4,0.0,17.1345,2.3534
2018-09-06,13.95,5.6850000000000005,66.3,0.0,16.7939,2.3866
2018-09-07,16.77,6.435,57.7,0.0,17.1302,2.3469
2018-09-08,17.8,7.775,56.2,0.0,17.5075,2.1434
2018-09-09,9.9525,4.15,49.4,0.0,18.0356,1.7418
2018-09-10,13.350000000000001,5.4,56.9,0.0,18.8254,2.0174
2018-09-11,14.27,5.93,57.5,0.0,18.2338,2.6695
2018-09-12,14.125,5.93,51.45,0.0,17.9265,2.3091
2018-09-13,14.4,6.2,53.7,2.492,18.137,2.1048
2018-09-14,13.8,5.95,60.36666666666667,1.002,18.6245,1.9942
2018-09-15,14.565,6.4,57.9,0.0,18.7496,2.0636
2018-09-16,12.73,6.385,50.31,0.0,18.6387,1.9587
2018-09-17,13.084999999999999,6.13,50.233333333333334,0.0,19.0668,1.6234
2018-09-18,15.0725,8.263333333333334,51.0,0.0,18.749,2.029
2018-09-19,21.17,13.355833333333333,54.874899291992186,0.0,18.3774,2.0516
2018-09-20,11.469931564331054,5.0,51.8,0.0,18.7817,2.0322
2018-09-21,8.73,3.227243957519531,55.15,0.0,18.6937,2.0266
2018-09-22,15.5,6.57,62.95,0.699,18.2951,2.3079
2018-09-23,14.833749999999998,6.87,56.910000000000004,0.0,18.3139,2.518
2018-09-24,14.1,5.65,57.79876708984375,0.0,17.9599,2.6618
2018-09-25,14.013068720499675,5.4,54.35,0.0,18.3491,2.2551
2018-09-26,11.77,4.801985244750977,59.9,0.0,19.4679,2.2324
2018-09-27,14.665,6.62,66.09977416992187,7.269,18.4696,2.3135
2018-09-28,14.915,7.225,67.2,5.554,18.4423,2.6142
2018-09-29,17.65,8.2,59.35,0.0,19.3511,2.1197
2018-09-30,15.4,8.379999999999999,49.6,0.0,17.7344,2.4588
2018-10-01,17.9825,10.23,50.6,0.0,18.0716,2.2808
2018-10-02,20.65,11.47,59.749755859375,0.0,17.5534,2.3126
2018-10-03,16.4,8.3,59.400000000000006,1.675,18.8903,2.6296
2018-10-04,19.83,9.18,60.266666666666666,0.0,18.5694,2.4482
2018-10-05,15.309999999999999,6.843333333333333,56.65,0.0,18.6897,2.3051
2018-10-06,15.32,6.65,58.9,0.0,19.3312,2.2621
2018-10-07,13.35,6.65,59.4,0.0,19.7268,1.8061
2018-10-08,17.58,9.85,70.39983520507812,9.343,19.3729,2.087
2018-10-09,21.0,13.27,68.63333333333333,0.0,18.5434,2.4504
2018-10-10,16.7725,9.43,59.2,0.0,18.6449,2.7124
2018-10-11,16.814999999999998,8.7,55.3,0.0,19.2098,2.4899
2018-10-12,17.37166666666667,7.53,55.0,0.0,19.6423,2.116
2018-10-13,14.923332214355465,7.07,67.1,0.0,20.3087,2.0406
2018-10-14,13.46,5.75,61.575,7.572,20.2606,2.3093
2018-10-15,14.009,6.9025,64.8,0.0,20.5123,2.0822
2018-10-16,15.85,7.43,58.3,0.0,20.397,2.3357
2018-10-17,13.77,6.835,56.8,0.0,19.8941,2.6054
2018-10-18,12.12,5.79,60.5,2.346,18.6905,2.6072
2018-10-19,15.05,7.527608489990233,63.8,0.0,18.7486,2.6546
2018-10-20,13.965,7.0,57.349999999999994,0.0,19.1701,2.975
2018-10-21,10.350000000000001,5.17,53.9,0.0,19.491,3.2915
2018-10-22,13.030000000000001,6.03,55.53333333333333,6.378,18.6492,3.3573
2018-10-23,12.02,6.82,74.83317057291666,0.0,16.7375,2.4327
2018-10-24,19.676666666666666,11.85,82.3,0.0,17.6519,1.7873
2018-10-25,12.4275,7.8,90.1,0.0,16.6063,1.1463
2018-10-26,10.3,5.77,83.45,8.65,17.3214,2.1967
2018-10-27,11.5,6.33,82.36666666666666,0.644,17.3701,2.0436
2018-10-28,13.23,7.7,77.4857142857143,0.0,17.9409,2.1033
2018-10-29,16.85,9.43,75.7,0.041,18.3783,2.3924
2018-10-30,15.35,10.025,76.49996948242188,0.0,18.7473,2.6062
2018-10-31,14.88,8.2,67.6,0.0,18.4207,2.8917
2018-11-01,16.07,8.63,76.05000000000001,0.981,18.2185,2.9005
2018-11-02,21.509999999999998,13.6,82.9398828125,14.62,18.4533,2.7687
2018-11-03,21.9,14.0,86.19999999999999,0.0,18.0895,2.5991
2018-11-04,12.47,6.85,65.9,0.0,19.2532,2.3823
2018-11-05,15.375,9.17,62.1,0.0,18.8349,2.3864
2018-11-06,17.08,9.75,65.6,0.0,18.9859,2.3853
2018-11-07,17.15,9.33,64.99934997558594,0.0,19.5339,2.3595
2018-11-08,13.91,6.43,58.1,0.005,19.8325,2.1818
2018-11-09,11.75,5.07,66.0,11.839,19.2222,2.0009
2018-11-10,10.83,5.18,67.1,0.0,18.7929,2.1918
2018-11-11,11.581146011352537,6.67,70.53333333333333,9.685,18.9501,2.454
2018-11-12,13.8,7.171595001220701,72.3,0.0,18.9364,2.8068
2018-11-13,14.17,7.97,71.45,7.385,18.9115,2.7985
2018-11-14,14.756644185384111,7.9,69.83294270833333,0.731,19.0187,2.6256
2018-11-15,15.362189432779948,7.32,55.0,0.0,19.2255,2.4087
2018-11-16,16.5,7.3,46.8994140625,0.0,19.8924,2.4122
2018-11-17,13.53,7.165000000000001,73.65,0.0,18.8633,2.147
2018-11-18,10.377962341308592,5.9,67.58724365234374,0.0,19.0773,2.3509
2018-11-19,11.4,6.2,74.96666666666667,11.829,18.4184,2.4887
2018-11-20,9.82,5.66,76.3,11.389,17.1697,1.6603
2018-11-21,12.68,6.645427958170572,69.9,2.541,17.4857,2.5609
